canal,nome_video,data_visualizacao,Ano,Mês,Dia,Dia da Semana,Parte do dia,hora
Jojo Sim,PUTTING A HUGE BALLOON ON COKE BOTTLE FOR EXPLOSION… #ShortsJojo Sim12 de jul. de 2021 21:35:39 BRT,2021-07-12 21:35:39,2021,Julho,12,Segunda-feira,Noite,21
FFUNTV,When the cheating went wrong #ShortsFFUNTV12 de jul. de 2021 21:35:05 BRT,2021-07-12 21:35:05,2021,Julho,12,Segunda-feira,Noite,21
Tiktonita,Tratamento de piscina satisfatório! (Rhuan Félix)Tiktonita12 de jul. de 2021 21:34:36 BRT,2021-07-12 21:34:36,2021,Julho,12,Segunda-feira,Noite,21
Kabonster,"Fixing phones, one crack at a time! #shortsKabonster12 de jul. de 2021 21:34:00 BRT",2021-07-12 21:34:00,2021,Julho,12,Segunda-feira,Noite,21
Clean iQ,car crashClean iQ12 de jul. de 2021 21:33:50 BRT,2021-07-12 21:33:50,2021,Julho,12,Segunda-feira,Noite,21
Sara Soap ASMR,377 63505 RELAXIFY  Oddly Satisfying Human Claw GameSara Soap ASMR12 de jul. de 2021 21:33:28 BRT,2021-07-12 21:33:28,2021,Julho,12,Segunda-feira,Noite,21
Channa Vat cooking,Cooking food || Chef salt steakChanna Vat cooking12 de jul. de 2021 21:33:05 BRT,2021-07-12 21:33:05,2021,Julho,12,Segunda-feira,Noite,21
Romina Gafur,HE TRICKED ME!! #ShortsRomina Gafur12 de jul. de 2021 21:32:49 BRT,2021-07-12 21:32:49,2021,Julho,12,Segunda-feira,Noite,21
German Spidey,It looked so easy! 😱 #shortsGerman Spidey12 de jul. de 2021 21:32:30 BRT,2021-07-12 21:32:30,2021,Julho,12,Segunda-feira,Noite,21
Spider Russo Oficial,SpiderRusso ParkourSpider Russo Oficial12 de jul. de 2021 21:31:59 BRT,2021-07-12 21:31:59,2021,Julho,12,Segunda-feira,Noite,21
FFUNTV,Turn into foam - Tutorial #ShortsFFUNTV12 de jul. de 2021 21:31:28 BRT,2021-07-12 21:31:28,2021,Julho,12,Segunda-feira,Noite,21
stokes twins squad,weight lifting.  | stokes twins squad  | Stokes Twins #short #sortstokes twins squad12 de jul. de 2021 21:31:12 BRT,2021-07-12 21:31:12,2021,Julho,12,Segunda-feira,Noite,21
BrutalityTiktok,Power of physics😎🧠 (TIKTOK:joemyheck)BrutalityTiktok12 de jul. de 2021 21:30:44 BRT,2021-07-12 21:30:44,2021,Julho,12,Segunda-feira,Noite,21
Laysla Soares,adivinha o que vai acontecer #layslasoaresLaysla Soares12 de jul. de 2021 21:30:43 BRT,2021-07-12 21:30:43,2021,Julho,12,Segunda-feira,Noite,21
R NoNonsenseKnowHow,Fixing A Flat Tire With Patch Plug #ShortsR NoNonsenseKnowHow12 de jul. de 2021 21:29:10 BRT,2021-07-12 21:29:10,2021,Julho,12,Segunda-feira,Noite,21
Creative Photo Gallery,Best Photography tips| YouneszraouCreative Photo Gallery12 de jul. de 2021 21:28:56 BRT,2021-07-12 21:28:56,2021,Julho,12,Segunda-feira,Noite,21
Diaz Borneo,cantiknya king cobra kalimantan 🥰Diaz Borneo12 de jul. de 2021 21:28:42 BRT,2021-07-12 21:28:42,2021,Julho,12,Segunda-feira,Noite,21
TikTok tocando,"Nada pessoal, mano 😬😂 #prank #marvel #fyp #capTikTok tocando12 de jul. de 2021 21:28:41 BRT",2021-07-12 21:28:41,2021,Julho,12,Segunda-feira,Noite,21
FFUNTV,Turn into orbeez - Tutorial #ShortsFFUNTV12 de jul. de 2021 21:28:09 BRT,2021-07-12 21:28:09,2021,Julho,12,Segunda-feira,Noite,21
Christian Wedoy,This breath hold got 24m views on TikTok.Christian Wedoy12 de jul. de 2021 21:26:53 BRT,2021-07-12 21:26:53,2021,Julho,12,Segunda-feira,Noite,21
Lxsita Drawing,How? 😕#drawing #how #art #draw #painting  #shortsLxsita Drawing12 de jul. de 2021 21:26:42 BRT,2021-07-12 21:26:42,2021,Julho,12,Segunda-feira,Noite,21
Meire Souza,usa vs brazilMeire Souza12 de jul. de 2021 21:26:15 BRT,2021-07-12 21:26:15,2021,Julho,12,Segunda-feira,Noite,21
King Jafi rock,I’m too fast 💨 🤣 @lyrixmood @kingjafi_rockKing Jafi rock12 de jul. de 2021 21:25:49 BRT,2021-07-12 21:25:49,2021,Julho,12,Segunda-feira,Noite,21
TITÃ SHORTS,"UM CARRÃO DESSE !! PRA QUE FAZER ISSO, NÃO TEM NADA NA CABEÇA NÃO É POSSÍVEL 🤦🏻‍♂️ #shortTITÃ SHORTS12 de jul. de 2021 21:25:18 BRT",2021-07-12 21:25:18,2021,Julho,12,Segunda-feira,Noite,21
Diaz Borneo,3 chicken heads and 1 snake 😎 gonna make his tummy full 🤣 #kingcobra #snake #reptilesDiaz Borneo12 de jul. de 2021 21:24:47 BRT,2021-07-12 21:24:47,2021,Julho,12,Segunda-feira,Noite,21
Podcast's Cortados,NEYMAR RESPONDEU O PODPAH    Podpah #130Podcast's Cortados12 de jul. de 2021 21:23:24 BRT,2021-07-12 21:23:24,2021,Julho,12,Segunda-feira,Noite,21
Otávio Tavares Arquitetura,Solução em Cozinha Planejada - Carrinho Bandeja #PromobOtávio Tavares Arquitetura12 de jul. de 2021 15:27:37 BRT,2021-07-12 15:27:37,2021,Julho,12,Segunda-feira,Tarde,15
Otávio Tavares Arquitetura,Cozinha Planejada - Promob PLUS Profissional #RealScene2Otávio Tavares Arquitetura12 de jul. de 2021 15:24:14 BRT,2021-07-12 15:24:14,2021,Julho,12,Segunda-feira,Tarde,15
Sula Maciel - Manual do MDF,Quer fazer um vídeo animado no promob para impressionar seu cliente? Não perca essa vídeo aulaSula Maciel - Manual do MDF12 de jul. de 2021 15:14:55 BRT,2021-07-12 15:14:55,2021,Julho,12,Segunda-feira,Tarde,15
Porta dos Fundos,DE FÉRIAS COM O EXPorta dos Fundos11 de jul. de 2021 23:00:11 BRT,2021-07-11 23:00:11,2021,Julho,11,Domingo,Madrugada,23
Antarctica BOA,Rafael Portugal em #NoBoteco | BOAAntarctica BOA11 de jul. de 2021 22:52:58 BRT,2021-07-11 22:52:58,2021,Julho,11,Domingo,Noite,22
Vintage Culture,Jovem Dionisio - Pontos de Exclamação (Vintage Culture & Future Class Remix)Vintage Culture11 de jul. de 2021 22:33:01 BRT,2021-07-11 22:33:01,2021,Julho,11,Domingo,Noite,22
Virgínia Fonseca,DESCOBRI QUE MINHA MULHER É P#T4!! #ZEFELIPERESPONDEVirgínia Fonseca11 de jul. de 2021 22:32:47 BRT,2021-07-11 22:32:47,2021,Julho,11,Domingo,Noite,22
Vintage Culture,"Vintage Culture, Fancy Inc - Cali Dreams feat The Beach [Official Music Video]Vintage Culture11 de jul. de 2021 22:30:01 BRT",2021-07-11 22:30:01,2021,Julho,11,Domingo,Noite,22
Virgínia Fonseca,VOU ENGRAVIDAR DE NOVO AINDA ESSE ANO?? #ZEFELIPERESPONDEVirgínia Fonseca11 de jul. de 2021 22:24:58 BRT,2021-07-11 22:24:58,2021,Julho,11,Domingo,Noite,22
Boyce Avenue,Somewhere Only We Know - Keane (Boyce Avenue ft. Alex Goot piano acoustic cover) on Spotify & AppleBoyce Avenue11 de jul. de 2021 22:19:29 BRT,2021-07-11 22:19:29,2021,Julho,11,Domingo,Noite,22
Boyce Avenue,Heaven - Bryan Adams (Boyce Avenue feat. Megan Nicole acoustic cover) on Spotify & AppleBoyce Avenue11 de jul. de 2021 22:13:01 BRT,2021-07-11 22:13:01,2021,Julho,11,Domingo,Noite,22
justintimberlakeVEVO,Justin Timberlake - MirrorsjustintimberlakeVEVO11 de jul. de 2021 22:04:30 BRT,2021-07-11 22:04:30,2021,Julho,11,Domingo,Noite,22
Spotify,Stream On: Justin Bieber - Full PerformanceSpotify11 de jul. de 2021 21:57:51 BRT,2021-07-11 21:57:51,2021,Julho,11,Domingo,Noite,21
Boyce Avenue,"Boyce Avenue Most Viewed Acoustic Covers (ft. Fifth Harmony, Bea Miller, Sarah Hyland, Kina Grannis)Boyce Avenue11 de jul. de 2021 21:33:27 BRT",2021-07-11 21:33:27,2021,Julho,11,Domingo,Noite,21
Boyce Avenue,One - U2 ft. Mary J. Blige (Boyce Avenue ft. Jennel Garcia acoustic cover) on Spotify & AppleBoyce Avenue11 de jul. de 2021 21:28:13 BRT,2021-07-11 21:28:13,2021,Julho,11,Domingo,Noite,21
bombeiro022,LEANDRO E LEONARDO HORIZONTE AZULbombeiro02211 de jul. de 2021 20:06:28 BRT,2021-07-11 20:06:28,2021,Julho,11,Domingo,Noite,20
Akatu Oficial,AKATU DVD #VamoCantar | 9. Reinventar / Ligando os fatos / Sonho de amor/É tarde demais / ComplicadoAkatu Oficial11 de jul. de 2021 17:15:23 BRT,2021-07-11 17:15:23,2021,Julho,11,Domingo,Tarde,17
DiPropositoVEVO,Di Propósito - Investe em Mim / Voltei / Pente e Rala / Na Cama / Cara de Pau (Ao Vivo)DiPropositoVEVO11 de jul. de 2021 17:07:53 BRT,2021-07-11 17:07:53,2021,Julho,11,Domingo,Tarde,17
Ferrugem Oficial,"Ferrugem - Sinto sua Falta, É Natural, Pra Você Acreditar e Pirata e Tesouro ""DVD Chão De Estrelas""Ferrugem Oficial11 de jul. de 2021 16:59:54 BRT",2021-07-11 16:59:54,2021,Julho,11,Domingo,Tarde,16
Sorriso Maroto,"Sorriso Maroto - Lua de Mel/Brigas por Nada/1 metro e 65 (De Volta Pro Amanhã, Vol.1)[Vídeo Oficial]Sorriso Maroto11 de jul. de 2021 16:50:51 BRT",2021-07-11 16:50:51,2021,Julho,11,Domingo,Tarde,16
Vou Zuar,Vou Zuar e Menos é Mais - Chato Pacarai/ Recaída / Vai Me Dando Corda / Salseiro /Ninguém é Dono deVou Zuar11 de jul. de 2021 16:49:42 BRT,2021-07-11 16:49:42,2021,Julho,11,Domingo,Tarde,16
Canal do Pericão,Péricles - 40 Graus / Gamei / Azul Sem Fim / Até o Sol Quis Ver / A Carta (DVD Mensageiro do Amor)Canal do Pericão11 de jul. de 2021 16:38:38 BRT,2021-07-11 16:38:38,2021,Julho,11,Domingo,Tarde,16
VITINHO,VITINHO -  Deixa Eu Te Tocar / Traição / 22 Minutos (Ao Vivo)VITINHO11 de jul. de 2021 16:26:05 BRT,2021-07-11 16:26:05,2021,Julho,11,Domingo,Tarde,16
Moda Sertaneja,Jorge e Mateus Só As MelhoresModa Sertaneja11 de jul. de 2021 16:19:14 BRT,2021-07-11 16:19:14,2021,Julho,11,Domingo,Tarde,16
Jorge & Mateus Oficial,Jorge & Mateus - Troca (Clipe Oficial) [Álbum Tudo Em Paz]Jorge & Mateus Oficial11 de jul. de 2021 16:12:58 BRT,2021-07-11 16:12:58,2021,Julho,11,Domingo,Tarde,16
Sertanejo Prime,As Melhores de Jorge e Mateus  2020 - [Sertanejo Prime] As Melhores do Sertanejo UniversitárioSertanejo Prime11 de jul. de 2021 15:47:33 BRT,2021-07-11 15:47:33,2021,Julho,11,Domingo,Tarde,15
Mix Sertanejo,"Só Modão Sertanejo 2021 - As Melhores do Sertanejo Universitário - Gusttavo Lima, Marília MendoncaMix Sertanejo11 de jul. de 2021 14:42:04 BRT",2021-07-11 14:42:04,2021,Julho,11,Domingo,Tarde,14
Vintage Culture,"Vintage Culture @ Club Space - Miami, June 2021Vintage Culture11 de jul. de 2021 14:15:00 BRT",2021-07-11 14:15:00,2021,Julho,11,Domingo,Tarde,14
Badabun,Así se hace la cirugía de corazón abiertoBadabun11 de jul. de 2021 11:03:08 BRT,2021-07-11 11:03:08,2021,Julho,11,Domingo,Manhã,11
Badabun,Las diferencias entre hombres y mujeresBadabun11 de jul. de 2021 10:58:46 BRT,2021-07-11 10:58:46,2021,Julho,11,Domingo,Manhã,10
Badabun,"Compró un almacén abandonado y todos se burlaron de él, pero cuando lo abrieron…Badabun11 de jul. de 2021 10:57:50 BRT",2021-07-11 10:57:50,2021,Julho,11,Domingo,Manhã,10
🔴NOTÍCIA DA HORA,Criança morta (corpo sendo preparado para o enterro)🔴NOTÍCIA DA HORA11 de jul. de 2021 10:55:40 BRT,2021-07-11 10:55:40,2021,Julho,11,Domingo,Manhã,10
VA-K INNOVATION,VA-K INNOVATIONVA-K INNOVATION11 de jul. de 2021 10:45:42 BRT,2021-07-11 10:45:42,2021,Julho,11,Domingo,Manhã,10
Ord,ELE PROVOU ESTAR PRESO NO FUTUROOrd10 de jul. de 2021 14:21:13 BRT,2021-07-10 14:21:13,2021,Julho,10,Sábado,Tarde,14
Tim Explica,ANDANDO Pelo BAIRRO PERIGOSO até o BAIRRO dos RICOS nos EUATim Explica10 de jul. de 2021 14:20:39 BRT,2021-07-10 14:20:39,2021,Julho,10,Sábado,Tarde,14
Rafael Fernandes treinador,Poses Clássicas  - Campeonato Open Centro-Oeste - ApresentaçãoRafael Fernandes treinador10 de jul. de 2021 14:18:46 BRT,2021-07-10 14:18:46,2021,Julho,10,Sábado,Tarde,14
IFBBGOIÁS FEGOMFF,"Campeonato goiano estreantes IFBB-GO 2017 - Clássico ate 1,75 (7)IFBBGOIÁS FEGOMFF10 de jul. de 2021 14:07:08 BRT",2021-07-10 14:07:08,2021,Julho,10,Sábado,Tarde,14
IFBBGOIÁS FEGOMFF,01   Fisiculturismo Junior até 75kgIFBBGOIÁS FEGOMFF10 de jul. de 2021 13:54:15 BRT,2021-07-10 13:54:15,2021,Julho,10,Sábado,Tarde,13
Chama o VAR,MOTIVO DO VITINHO TER SE IRRITADO COM O ROGÉRIO CENI E O DIEGO ALVES - FLAMENGO 0 X 1 FLUMINENSEChama o VAR10 de jul. de 2021 11:46:52 BRT,2021-07-10 11:46:52,2021,Julho,10,Sábado,Manhã,11
Efeagá,A engraçada discussão entre VITINHO E ROGÉRIO CENIEfeagá10 de jul. de 2021 11:44:08 BRT,2021-07-10 11:44:08,2021,Julho,10,Sábado,Manhã,11
Cortes do Flow [OFICIAL],POR QUE O THIAGO VENTURA ODEIA O FLOW? | Cortes do FlowCortes do Flow [OFICIAL]10 de jul. de 2021 09:50:14 BRT,2021-07-10 09:50:14,2021,Julho,10,Sábado,Manhã,9
Rosimaria Frans Mãe das três Marias,(MEU SEGREDO)COMO FAZER TAPIOCA BEM MOLINHA PASSO A PASSORosimaria Frans Mãe das três Marias10 de jul. de 2021 09:45:43 BRT,2021-07-10 09:45:43,2021,Julho,10,Sábado,Manhã,9
Tito Tech,MONTANDO O PC DO DILERA - PARTE 1Tito Tech8 de jul. de 2021 01:13:10 BRT,2021-07-08 01:13:10,2021,Julho,8,Quinta-feira,Madrugada,1
NaLata Driver,MOTORA AO VIVO COM EVERSON ZOIO.NaLata Driver8 de jul. de 2021 01:11:23 BRT,2021-07-08 01:11:23,2021,Julho,8,Quinta-feira,Madrugada,1
Programação Dinâmica,Manipulando Dataframe do Pandas | Análise de dados #5Programação Dinâmica7 de jul. de 2021 14:52:30 BRT,2021-07-07 14:52:30,2021,Julho,7,Quarta-feira,Tarde,14
noticiasdeuniao,Veja o passo a passo de como foi desmontada a farsa da supergrávidanoticiasdeuniao7 de jul. de 2021 13:33:31 BRT,2021-07-07 13:33:31,2021,Julho,7,Quarta-feira,Tarde,13
Rena tinha,Exclusivo  supermãe de Taubaté pode não estar grávidaRena tinha7 de jul. de 2021 13:29:27 BRT,2021-07-07 13:29:27,2021,Julho,7,Quarta-feira,Tarde,13
TV News No Ar,REENCONTRO de Chris Flores com GRÁVIDA de Taubaté TERMINA MAL 😲 😲 😲TV News No Ar7 de jul. de 2021 13:28:17 BRT,2021-07-07 13:28:17,2021,Julho,7,Quarta-feira,Tarde,13
joelso silvasantos,nova geladeira continental tc41  apresentação deixe o seu lik👍👍👍👍e se escrevam.joelso silvasantos7 de jul. de 2021 12:49:01 BRT,2021-07-07 12:49:01,2021,Julho,7,Quarta-feira,Tarde,12
Dilera,DILERA REACT - TENTE NÃO RIR #14Dilera7 de jul. de 2021 01:24:15 BRT,2021-07-07 01:24:15,2021,Julho,7,Quarta-feira,Madrugada,1
Tito Tech,CHEGUEI NA CASA DO @DileraTito Tech7 de jul. de 2021 00:56:11 BRT,2021-07-07 00:56:11,2021,Julho,7,Quarta-feira,Madrugada,0
Futebol pelo Mundo,COMO É O CLIMA DE UM CLÁSSICO EM GOIÂNIA?/ Vila Nova x GoiásFutebol pelo Mundo7 de jul. de 2021 00:39:54 BRT,2021-07-07 00:39:54,2021,Julho,7,Quarta-feira,Madrugada,0
Gustavo Paulo,Montando o Cubo Mágico - Jeito mais fácil do mundo! (cruz para iniciantes)Gustavo Paulo6 de jul. de 2021 15:18:16 BRT,2021-07-06 15:18:16,2021,Julho,6,Terça-feira,Tarde,15
Nettuno - Trader Esportivo,Nas Apostas Esportivas qual Time do Brasil rende mais DinheiroNettuno - Trader Esportivo6 de jul. de 2021 00:47:46 BRT,2021-07-06 00:47:46,2021,Julho,6,Terça-feira,Madrugada,0
Nettuno - Trader Esportivo,NUNCA faça Aposta Esportiva desta forma ou Você irá QuebrarNettuno - Trader Esportivo6 de jul. de 2021 00:47:20 BRT,2021-07-06 00:47:20,2021,Julho,6,Terça-feira,Madrugada,0
Nettuno - Trader Esportivo,O Melhor Método para Iniciar no Trade EsportivoNettuno - Trader Esportivo6 de jul. de 2021 00:30:07 BRT,2021-07-06 00:30:07,2021,Julho,6,Terça-feira,Madrugada,0
Android4L,Tem Play Store na Smart TV da Samsung?Android4L5 de jul. de 2021 20:39:34 BRT,2021-07-05 20:39:34,2021,Julho,5,Segunda-feira,Noite,20
HEY Rubem,Baixar navegador Chrome para Smart TVHEY Rubem5 de jul. de 2021 20:31:31 BRT,2021-07-05 20:31:31,2021,Julho,5,Segunda-feira,Noite,20
Jeff Herman,Add Image to MarkdownJeff Herman5 de jul. de 2021 17:20:40 BRT,2021-07-05 17:20:40,2021,Julho,5,Segunda-feira,Tarde,17
Noob Code,Adicionando Imagens e Gifs no Readme - Github 2/3Noob Code5 de jul. de 2021 16:49:12 BRT,2021-07-05 16:49:12,2021,Julho,5,Segunda-feira,Tarde,16
Dr. Renato Ponte Otorrino em Fortaleza,Como utilizar corretamente o Corticoide nasal? Dr.Renato Ponte Otorrino em FortalezaDr. Renato Ponte Otorrino em Fortaleza4 de jul. de 2021 22:47:35 BRT,2021-07-04 22:47:35,2021,Julho,4,Domingo,Noite,22
Traduções Cristãs,Why do I love God? - Josh Thomas |Tradução|Traduções Cristãs4 de jul. de 2021 21:29:20 BRT,2021-07-04 21:29:20,2021,Julho,4,Domingo,Noite,21
Tata Pereira,PUDIM DE LEITE CONDENSADO TRADICIONALTata Pereira4 de jul. de 2021 16:17:02 BRT,2021-07-04 16:17:02,2021,Julho,4,Domingo,Tarde,16
COZINHA SILVA E DICAS,Como Fazer Pudim de Leite Condensado DeliciosoCOZINHA SILVA E DICAS4 de jul. de 2021 16:11:44 BRT,2021-07-04 16:11:44,2021,Julho,4,Domingo,Tarde,16
Vintage Culture,"Steve Angello, Laidback Luke, Robin S  - Show Me Love (Vintage Culture Remix)Vintage Culture4 de jul. de 2021 13:31:36 BRT",2021-07-04 13:31:36,2021,Julho,4,Domingo,Tarde,13
Andrezitos Gameplays,Especialista em Google Maps testando suas habilidades (ou quase isso)Andrezitos Gameplays4 de jul. de 2021 01:14:56 BRT,2021-07-04 01:14:56,2021,Julho,4,Domingo,Madrugada,1
Dilera,PRIMEIRA VEZ DO DILERA NO STAND UP! PARTICIPAÇÃO ESPECIAL NO SHOW DO LÉO LINS!Dilera4 de jul. de 2021 00:57:50 BRT,2021-07-04 00:57:50,2021,Julho,4,Domingo,Madrugada,0
The Wide World of Stadiums,Brazil Série A 2021 StadiumsThe Wide World of Stadiums4 de jul. de 2021 00:57:06 BRT,2021-07-04 00:57:06,2021,Julho,4,Domingo,Madrugada,0
NaLata Driver,MOTORA AO VIVO - RIO DE J@NEIRONaLata Driver4 de jul. de 2021 00:55:03 BRT,2021-07-04 00:55:03,2021,Julho,4,Domingo,Madrugada,0
Manual do Mundo,O SEGREDO dos ARMAZÉNS da AMAZON #BoravêManual do Mundo4 de jul. de 2021 00:14:50 BRT,2021-07-04 00:14:50,2021,Julho,4,Domingo,Madrugada,0
IGR FOOTBALL,IBRAHIMOVIC MANDA RECADO PARA JULIO COCIELO DO CANAL CANALHAIGR FOOTBALL4 de jul. de 2021 00:13:57 BRT,2021-07-04 00:13:57,2021,Julho,4,Domingo,Madrugada,0
Desimpedidos,"CRISTIANO RONALDO E FRED, O GRANDE ENCONTRODesimpedidos4 de jul. de 2021 00:09:25 BRT",2021-07-04 00:09:25,2021,Julho,4,Domingo,Madrugada,0
CanalCanalha,IBRAHIMOVIC ASSINOU MINHA COLEÇÃO DE CAMISAS!!! #CANALHARESPONDE 26CanalCanalha4 de jul. de 2021 00:04:06 BRT,2021-07-04 00:04:06,2021,Julho,4,Domingo,Madrugada,0
AFP News Agency,Euro 2020: Ukraine fans celebrate Euro 2020 goal in Kiev | AFPAFP News Agency3 de jul. de 2021 19:51:11 BRT,2021-07-03 19:51:11,2021,Julho,3,Sábado,Noite,19
Stephanie Novais,Saber Esperar - Stephanie Novais (Clipe Oficial)Stephanie Novais3 de jul. de 2021 13:18:27 BRT,2021-07-03 13:18:27,2021,Julho,3,Sábado,Tarde,13
Via Infinda,Já Estou Cansado DissoVia Infinda2 de jul. de 2021 17:06:44 BRT,2021-07-02 17:06:44,2021,Julho,2,Sexta-feira,Tarde,17
Via Infinda,Fazendo Dinheiro Na RUA em LONDRES (2h = R$250)Via Infinda2 de jul. de 2021 16:55:02 BRT,2021-07-02 16:55:02,2021,Julho,2,Sexta-feira,Tarde,16
Batata TV,"SALVADOR DA RIMA MOSTRA 25 MIL REAIS EM DINHEIRO VIVO, HUMILDE? #ShortsBatata TV2 de jul. de 2021 16:54:21 BRT",2021-07-02 16:54:21,2021,Julho,2,Sexta-feira,Tarde,16
Adeel Hassan Official,Unbelievable parkour moves today #shorts #storrorAdeel Hassan Official2 de jul. de 2021 16:54:16 BRT,2021-07-02 16:54:16,2021,Julho,2,Sexta-feira,Tarde,16
ju petryy,TUBARÃO FAMINTO!ju petryy2 de jul. de 2021 16:54:09 BRT,2021-07-02 16:54:09,2021,Julho,2,Sexta-feira,Tarde,16
ge,BRUNO GOMES É EXPULSO COM 5 MINUTOS DE JOGO E SAI CHORANDO | #shorts | ge.globoge2 de jul. de 2021 15:45:21 BRT,2021-07-02 15:45:21,2021,Julho,2,Sexta-feira,Tarde,15
Embolados TV,Bruno Gomes leva 2 Amarelos em 5 MINUTOS e é EXPULSOEmbolados TV2 de jul. de 2021 15:44:36 BRT,2021-07-02 15:44:36,2021,Julho,2,Sexta-feira,Tarde,15
Roberto Walter,Aula 18 - Dashboard Interativo - Curso Tableau para Iniciantes (COM CERTIFICADO)Roberto Walter2 de jul. de 2021 13:11:14 BRT,2021-07-02 13:11:14,2021,Julho,2,Sexta-feira,Tarde,13
Jefferson Quintiliano,Tableau - Criação de  planilha e painelJefferson Quintiliano2 de jul. de 2021 13:09:39 BRT,2021-07-02 13:09:39,2021,Julho,2,Sexta-feira,Tarde,13
Roberto Walter,Aula 13 - Criando seu primeiro Dashboard! - Curso Tableau para Iniciantes (COM CERTIFICADO)Roberto Walter2 de jul. de 2021 12:51:27 BRT,2021-07-02 12:51:27,2021,Julho,2,Sexta-feira,Tarde,12
Thiago Game Plays,Ganhe MUITO Dinheiro na Blaze Com Essa Estrategia!Thiago Game Plays1 de jul. de 2021 15:38:40 BRT,2021-07-01 15:38:40,2021,Julho,1,Quinta-feira,Tarde,15
Cortes do Flow [OFICIAL],MONARK DANDO AULA SOBRE YOUTUBE | Cortes do FlowCortes do Flow [OFICIAL]1 de jul. de 2021 15:38:19 BRT,2021-07-01 15:38:19,2021,Julho,1,Quinta-feira,Tarde,15
Neagle CSGO,SAIMOS DE ZERO PARA R$4000.00! (incrivel)Neagle CSGO1 de jul. de 2021 15:32:28 BRT,2021-07-01 15:32:28,2021,Julho,1,Quinta-feira,Tarde,15
Jon Clips,"😱 JON VLOGS GANHA R$42.000,00 AO VIVO NO SITE BLAZE! *JOGADA ABSURDA*Jon Clips1 de jul. de 2021 15:28:25 BRT",2021-07-01 15:28:25,2021,Julho,1,Quinta-feira,Tarde,15
Futebol pelo Mundo,SUBI NO APÊ DA PRIMA DE UM JOGADOR FAMOSO PARA VER O JOGO DA SELEÇÃO/ Brasil x EquadorFutebol pelo Mundo30 de jun. de 2021 16:52:24 BRT,2021-06-30 16:52:24,2021,Junho,30,Quarta-feira,Tarde,16
Einzelgänger,How to Stop Taking Things So PersonallyEinzelgänger30 de jun. de 2021 16:19:52 BRT,2021-06-30 16:19:52,2021,Junho,30,Quarta-feira,Tarde,16
Adriano Mendes Oficial,AGILE GM - ONDE É O FUSÍVEL DA PARTIDA E DA BOMBA DE COMBUSTÍVELAdriano Mendes Oficial30 de jun. de 2021 12:34:49 BRT,2021-06-30 12:34:49,2021,Junho,30,Quarta-feira,Tarde,12
Wanderley Wandão,CARRO NÃO PEGA - DICA MUITO ÚTIL (COMO SABER SE É BOMBA DE COMBUSTÍVEL OU RELÊ)Wanderley Wandão30 de jun. de 2021 11:57:01 BRT,2021-06-30 11:57:01,2021,Junho,30,Quarta-feira,Manhã,11
Dall Souza,Carro não pega bomba de combustível.Dall Souza30 de jun. de 2021 11:52:55 BRT,2021-06-30 11:52:55,2021,Junho,30,Quarta-feira,Manhã,11
Chef CH,Chef Funny Videos ASMR #Chef CH 050Chef CH30 de jun. de 2021 00:26:32 BRT,2021-06-30 00:26:32,2021,Junho,30,Quarta-feira,Madrugada,0
IDOLPOP,Bts X Blackpink # bts #blackpink #armys#blinks#shortsIDOLPOP30 de jun. de 2021 00:26:31 BRT,2021-06-30 00:26:31,2021,Junho,30,Quarta-feira,Madrugada,0
TikToMania,How to hide from the police #shorts Useful Trick By TikToManiaTikToMania30 de jun. de 2021 00:26:29 BRT,2021-06-30 00:26:29,2021,Junho,30,Quarta-feira,Madrugada,0
JayPrehistoricPets,Alligator Escapes in Zoo 🐊 #shortsJayPrehistoricPets30 de jun. de 2021 00:26:28 BRT,2021-06-30 00:26:28,2021,Junho,30,Quarta-feira,Madrugada,0
Top Trendz,So Satisfying tiktok waterproofjackTop Trendz30 de jun. de 2021 00:26:13 BRT,2021-06-30 00:26:13,2021,Junho,30,Quarta-feira,Madrugada,0
Sanding Shit,spark plug fail. it stopped as soon as it got to the porcelain inside #sparkplug #ngk #spark #engineSanding Shit30 de jun. de 2021 00:26:03 BRT,2021-06-30 00:26:03,2021,Junho,30,Quarta-feira,Madrugada,0
